behavioral_metric,binary_branch_coverage,binary_coverage_data_valid,binary_coverage_source,binary_function_coverage,binary_instrumentation_error,binary_statement_coverage,branch_coverage,coverage_data_valid,coverage_source,execution_metric,function_coverage,iteration,new_path_found,reference_branch_coverage,reference_coverage_data_valid,reference_coverage_source,reference_function_coverage,reference_instrumentation_error,reference_statement_coverage,run_id,statement_coverage,target,timestamp,total_inputs,tracking_mode
9.0,,,,,,,29.71,,instrumented,12.0,31.02,15,False,,,,,,,20260414_132822,31.58,json_decoder,2026-04-14 05:29:50.021000+00:00,15,code_execution
4.0,,,,,,,0.0,,proxy,0.0,0.0,5,False,,,,,,,20260415_002320,0.0,cidrize,2026-04-14 16:24:16.285000+00:00,5,behavioral
15.0,,,,,,,36.96,,instrumented,20.0,38.61,31,False,,,,,,,20260414_125516,39.32,json_decoder,2026-04-14 04:56:22.329000+00:00,31,code_execution
2.0,,,,,,,9.42,,whitebox_target,72.0,10.41,2,True,,,,,,,20260416_183234,10.84,json_decoder,2026-04-16 10:32:35.327000+00:00,2,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,2,True,,,,,,,20260415_005648,10.84,json_decoder,2026-04-14 16:56:49.604000+00:00,2,code_execution
29.0,,,,,,,39.86,,proxy,23.0,39.32,139,False,,,,,,,20260418_183800,39.32,json_decoder,2026-04-18 10:40:40.580000+00:00,139,code_execution
2.0,,,,,,,21.74,,instrumented,2.0,23.64,2,True,,,,,,,20260414_130236,24.46,json_decoder,2026-04-14 05:02:41.672000+00:00,2,code_execution
93.0,,,,,,,51.45,,instrumented,41.0,50.98,257,False,,,,,,,20260409_133542,50.77,json_decoder,2026-04-09 05:45:30.968000+00:00,257,code_execution
93.0,,,,,,,47.83,,instrumented,38.0,49.24,258,False,,,,,,,20260409_123226,49.85,json_decoder,2026-04-09 04:40:29.201000+00:00,258,code_execution
7.0,,,,,,,30.43,,instrumented,12.0,31.67,16,True,,,,,,,20260409_113457,32.2,json_decoder,2026-04-09 03:35:52.589000+00:00,16,code_execution
2.0,,,,,,,9.42,,instrumented,2.0,10.41,4,False,,,,,,,20260414_163701,10.84,json_decoder,2026-04-14 08:37:27.405000+00:00,4,code_execution
48.0,,,,,,,46.38,,instrumented,25.0,46.85,213,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:41:54.615000+00:00,213,code_execution
7.0,,,,,,,38.41,,instrumented,10.0,39.48,12,False,,,,,,,20260409_130402,39.94,json_decoder,2026-04-09 05:04:46.976000+00:00,12,code_execution
24.0,,,,,,,24.0,,proxy,21.0,24.0,40,True,,,,,,,20260409_012300,24.0,json_decoder,2026-04-08 17:23:58.615000+00:00,40,code_execution
54.0,,,,,,,28.99,,whitebox_target,162.0,30.59,573,False,,,,,,,20260417_181623,31.27,json_decoder,2026-04-17 10:18:19.364000+00:00,573,code_execution
25.0,,,,,,,42.75,,instrumented,27.0,42.73,78,False,,,,,,,20260409_133542,42.72,json_decoder,2026-04-09 05:40:25.550000+00:00,78,code_execution
211.0,,,,,,,53.62,,instrumented,47.0,52.71,725,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:58:37.529000+00:00,725,code_execution
135.0,,,,,,,53.62,,instrumented,47.0,52.71,453,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:50:58.180000+00:00,453,code_execution
14.0,,,,,,,45.65,,instrumented,201.0,45.99,60,True,,,,,,,20260414_133605,46.13,json_decoder,2026-04-14 05:37:22.110000+00:00,60,code_execution
8.0,,,,,,,37.68,,instrumented,22.0,36.88,44,False,,,,,,,20260414_234543,36.53,json_decoder,2026-04-14 15:46:19.786000+00:00,44,code_execution
172.0,,,,,,,53.62,,instrumented,49.0,52.28,557,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:28:08.410000+00:00,557,code_execution
4.0,,,,,,,0.0,,proxy,0.0,0.0,6,False,,,,,,,20260414_131852,0.0,cidrize,2026-04-14 05:19:54.651000+00:00,6,behavioral
21.0,,,,,,,25.0,,instrumented,0.0,37.5,30,False,,,,,,,20260409_140933,40.62,ipv6_parser,2026-04-09 06:22:18.499000+00:00,30,code_execution
2.0,,,,,,,9.42,,instrumented,72.0,10.41,3,False,,,,,,,20260414_155639,10.84,json_decoder,2026-04-14 07:57:29.723000+00:00,3,code_execution
45.0,,,,,,,39.13,,instrumented,26.0,39.91,108,False,,,,,,,20260409_123226,40.25,json_decoder,2026-04-09 04:36:07.452000+00:00,108,code_execution
72.0,,,,,,,53.62,,instrumented,36.0,52.06,221,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:07:34.666000+00:00,221,code_execution
58.0,,,,,,,42.75,,instrumented,31.0,44.25,141,False,,,,,,,20260409_151209,44.89,json_decoder,2026-04-09 07:18:12.266000+00:00,141,code_execution
22.0,,,,,,,34.06,,instrumented,21.0,35.79,33,False,,,,,,,20260414_160232,36.53,json_decoder,2026-04-14 08:04:06.338000+00:00,33,code_execution
28.0,,,,,,,41.3,,instrumented,20.0,41.65,57,False,,,,,,,20260414_132307,41.8,json_decoder,2026-04-14 05:24:44.027000+00:00,57,code_execution
143.0,,,,,,,52.17,,instrumented,47.0,51.41,442,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:25:23.366000+00:00,442,code_execution
5.0,,,,,,,5.0,,proxy,2.0,5.0,13,False,,,,,,,20260409_020947,5.0,json_decoder,2026-04-08 18:10:48.142000+00:00,13,code_execution
132.0,,,,,,,53.62,,instrumented,47.0,52.71,442,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:50:38.456000+00:00,442,code_execution
6.0,,,,,,,40.58,,instrumented,8.0,42.52,21,False,,,,,,,20260409_023714,43.34,json_decoder,2026-04-08 18:38:00.381000+00:00,21,code_execution
113.0,,,,,,,53.62,,instrumented,46.0,52.28,356,False,,,,,,,20260409_133542,51.7,json_decoder,2026-04-09 05:48:11.403000+00:00,356,code_execution
7.0,,,,,,,34.06,,instrumented,18.0,34.49,35,False,,,,,,,20260414_234543,34.67,json_decoder,2026-04-14 15:46:11.724000+00:00,35,code_execution
13.0,,,,,,,30.43,,instrumented,14.0,32.75,19,False,,,,,,,20260414_160232,33.75,json_decoder,2026-04-14 08:03:33.170000+00:00,19,code_execution
9.0,,,,,,,36.23,,instrumented,182.0,36.23,25,False,,,,,,,20260414_160159,36.22,json_decoder,2026-04-14 08:02:43.376000+00:00,25,code_execution
36.0,,,,,,,46.38,,instrumented,31.0,44.9,98,True,,,,,,,20260409_133542,44.27,json_decoder,2026-04-09 05:41:01.256000+00:00,98,code_execution
153.0,,,,,,,53.62,,instrumented,47.0,52.71,509,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:52:36.531000+00:00,509,code_execution
55.0,,,,,,,46.38,,instrumented,25.0,46.85,243,False,,,,,,,20260418_183800,47.06,json_decoder,2026-04-18 10:42:24.671000+00:00,243,code_execution
144.0,,,,,,,53.62,,instrumented,47.0,52.71,488,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:51:58.849000+00:00,488,code_execution
240.0,,,,,,,53.62,,instrumented,47.0,52.71,885,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:02:50.939000+00:00,885,code_execution
6.0,,,,,,,31.16,,instrumented,162.0,32.75,24,True,,,,,,,20260414_160707,33.44,json_decoder,2026-04-14 08:07:54.197000+00:00,24,code_execution
15.0,,,,,,,38.41,,instrumented,19.0,39.7,34,False,,,,,,,20260409_130315,40.25,json_decoder,2026-04-09 05:04:13.144000+00:00,34,code_execution
120.0,,,,,,,50.0,,instrumented,42.0,50.11,358,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:23:23.775000+00:00,358,code_execution
68.0,,,,,,,53.62,,instrumented,36.0,52.06,202,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:07:22.519000+00:00,202,code_execution
101.0,,,,,,,53.62,,instrumented,36.0,52.06,333,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:45.194000+00:00,333,code_execution
27.0,,,,,,,25.0,,instrumented,0.0,37.5,43,False,,,,,,,20260409_122229,40.62,ipv6_parser,2026-04-09 04:32:20.041000+00:00,43,code_execution
5.0,,,,,,,31.88,,instrumented,158.0,34.71,16,True,,,,,,,20260414_151303,35.91,json_decoder,2026-04-14 07:13:26.969000+00:00,16,code_execution
12.0,,,,,,,26.81,,whitebox_target,140.0,29.28,52,False,,,,,,,20260417_181236,30.34,json_decoder,2026-04-17 10:13:43.035000+00:00,52,code_execution
95.0,,,,,,,51.45,,instrumented,41.0,50.98,272,False,,,,,,,20260409_133542,50.77,json_decoder,2026-04-09 05:45:55.666000+00:00,272,code_execution
4.0,,,,,,,38.41,,whitebox_target,183.0,37.31,33,False,,,,,,,20260416_183234,36.84,json_decoder,2026-04-16 10:33:34.072000+00:00,33,code_execution
154.0,,,,,,,52.17,,instrumented,47.0,51.41,488,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:26:28.750000+00:00,488,code_execution
32.0,,,,,,,42.03,,instrumented,23.0,44.25,53,False,,,,,,,20260409_012300,45.2,json_decoder,2026-04-08 17:24:15.631000+00:00,53,code_execution
7.0,,,,,,,31.16,,instrumented,7.0,34.27,11,False,,,,,,,20260414_152446,35.6,json_decoder,2026-04-14 07:26:07.641000+00:00,11,code_execution
12.0,,,,,,,29.71,,instrumented,12.0,31.02,23,False,,,,,,,20260414_132822,31.58,json_decoder,2026-04-14 05:29:58.949000+00:00,23,code_execution
9.0,,,,,,,31.16,,instrumented,14.0,32.1,18,True,,,,,,,20260409_113457,32.51,json_decoder,2026-04-09 03:35:55.470000+00:00,18,code_execution
5.0,,,,,,,34.06,,instrumented,177.0,35.14,28,False,,,,,,,20260414_155639,35.6,json_decoder,2026-04-14 07:57:57.581000+00:00,28,code_execution
69.0,,,,,,,48.55,,instrumented,37.0,47.72,180,False,,,,,,,20260409_133542,47.37,json_decoder,2026-04-09 05:43:25.347000+00:00,180,code_execution
1.0,,,,,,,0.0,,whitebox_target,0.0,0.0,1,False,,,,,,,20260417_212308,0.0,json_decoder,2026-04-17 13:23:09.594000+00:00,1,code_execution
9.0,,,,,,,35.51,,instrumented,179.0,36.66,26,True,,,,,,,20260414_155026,37.15,json_decoder,2026-04-14 07:52:01.309000+00:00,26,code_execution
180.0,,,,,,,53.62,,instrumented,47.0,52.71,607,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:55:17.592000+00:00,607,code_execution
117.0,,,,,,,54.35,,instrumented,38.0,52.49,418,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:39.378000+00:00,418,code_execution
2.0,,,,,,,0.0,,proxy,0.0,0.0,5,True,,,,,,,20260416_020331,0.0,ipv4_parser,2026-04-15 18:04:28.996000+00:00,5,behavioral
7.0,,,,,,,31.16,,instrumented,162.0,32.75,26,False,,,,,,,20260414_160707,33.44,json_decoder,2026-04-14 08:07:56.356000+00:00,26,code_execution
4.0,,,,,,,25.0,,instrumented,0.0,37.5,5,False,,,,,,,20260414_132116,40.62,ipv6_parser,2026-04-14 05:22:14.615000+00:00,5,code_execution
118.0,,,,,,,54.35,,instrumented,38.0,52.49,422,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:42.176000+00:00,422,code_execution
255.0,,,,,,,53.62,,instrumented,47.0,52.71,933,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:04:09.842000+00:00,933,code_execution
23.0,,,,,,,15.94,,whitebox_target,133.0,19.74,160,False,,,,,,,20260417_212724,21.36,json_decoder,2026-04-17 13:27:53.071000+00:00,160,code_execution
88.0,,,,,,,53.62,,instrumented,36.0,52.06,285,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:14.575000+00:00,285,code_execution
141.0,,,,,,,52.17,,instrumented,47.0,51.41,425,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:24:58.495000+00:00,425,code_execution
9.0,,,,,,,35.51,,instrumented,14.0,37.74,16,True,,,,,,,20260409_133542,38.7,json_decoder,2026-04-09 05:38:35.490000+00:00,16,code_execution
12.0,,,,,,,24.29,,instrumented,0.0,37.97,12,True,,,,,,,20260409_120201,42.86,cidrize,2026-04-09 04:04:54.721000+00:00,12,code_execution
157.0,,,,,,,157.0,,proxy,47.0,157.0,523,False,,,,,,,20260409_133542,157.0,json_decoder,2026-04-09 05:52:58.490000+00:00,523,code_execution
9.0,,,,,,,33.33,,instrumented,0.0,44.12,12,False,,,,,,,20260409_121222,46.43,ipv4_parser,2026-04-09 04:15:03.443000+00:00,12,code_execution
2.0,,,,,,,9.42,,instrumented,72.0,10.41,2,True,,,,,,,20260414_155639,10.84,json_decoder,2026-04-14 07:56:43.195000+00:00,2,code_execution
15.0,,,,,,,47.1,,instrumented,29.0,46.85,122,False,,,,,,,20260414_234543,46.75,json_decoder,2026-04-14 15:47:26.363000+00:00,122,code_execution
1.0,,,,,,,0.28,,instrumentation_edges,33.0,0.28,1,True,,,,,,,20260418_150244,0.28,ipv4_parser,2026-04-18 07:02:44.619000+00:00,1,code_execution
29.0,,,,,,,44.93,,instrumented,27.0,45.55,44,False,,,,,,,20260414_160232,45.82,json_decoder,2026-04-14 08:04:28.904000+00:00,44,code_execution
1.0,,,,,,,0.0,,whitebox_target,0.0,0.0,1,False,,,,,,,20260417_213419,0.0,json_decoder,2026-04-17 13:34:20.117000+00:00,1,code_execution
25.0,,,,,,,42.75,,instrumented,27.0,42.73,77,False,,,,,,,20260409_133542,42.72,json_decoder,2026-04-09 05:40:23.407000+00:00,77,code_execution
9.0,,,,,,,28.26,,instrumented,10.0,31.45,11,False,,,,,,,20260414_160232,32.82,json_decoder,2026-04-14 08:03:17.670000+00:00,11,code_execution
22.0,,,,,,,22.0,,proxy,0.0,22.0,24,True,,,,,,,20260409_141821,22.0,cidrize,2026-04-09 06:24:30.876000+00:00,24,code_execution
20.0,,,,,,,42.75,,instrumented,21.0,44.9,52,True,,,,,,,20260414_130236,45.82,json_decoder,2026-04-14 05:04:25.278000+00:00,52,code_execution
247.0,,,,,,,53.62,,instrumented,47.0,52.71,904,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:03:21.995000+00:00,904,code_execution
20.0,,,,,,,42.75,,instrumented,20.0,43.82,54,False,,,,,,,20260409_130402,44.27,json_decoder,2026-04-09 05:05:32.560000+00:00,54,code_execution
128.0,,,,,,,50.72,,instrumented,44.0,50.54,379,True,,,,,,,20260409_151209,50.46,json_decoder,2026-04-09 07:23:54.343000+00:00,379,code_execution
32.0,,,,,,,32.0,,proxy,26.0,32.0,52,False,,,,,,,20260414_133700,32.0,json_decoder,2026-04-14 05:38:40.789000+00:00,52,code_execution
29.0,,,,,,,39.86,,instrumented,23.0,39.48,137,False,,,,,,,20260418_183800,39.32,json_decoder,2026-04-18 10:40:38.585000+00:00,137,code_execution
1.0,,,,,,,1.0,,proxy,0.0,1.0,1,True,,,,,,,20260414_154058,1.0,json_decoder,2026-04-14 07:40:57.960000+00:00,1,code_execution
37.0,,,,,,,33.33,,instrumented,0.0,44.12,52,False,,,,,,,20260409_121222,46.43,ipv4_parser,2026-04-09 04:21:37.792000+00:00,52,code_execution
27.0,,,,,,,39.86,,instrumented,23.0,39.48,132,False,,,,,,,20260418_183800,39.32,json_decoder,2026-04-18 10:40:33.395000+00:00,132,code_execution
13.0,,,,,,,15.94,,whitebox_target,131.0,19.74,60,True,,,,,,,20260417_212724,21.36,json_decoder,2026-04-17 13:27:38.378000+00:00,60,code_execution
90.0,,,,,,,53.62,,instrumented,36.0,52.06,296,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:21.645000+00:00,296,code_execution
15.0,,,,,,,48.55,,instrumented,30.0,46.64,79,False,,,,,,,20260414_234105,45.82,json_decoder,2026-04-14 15:42:36.064000+00:00,79,code_execution
5.0,,,,,,,0.0,,proxy,0.0,0.0,10,False,,,,,,,20260415_005239,0.0,ipv4_parser,2026-04-14 16:54:14.142000+00:00,10,behavioral
61.0,,,,,,,45.65,,instrumented,32.0,46.85,154,False,,,,,,,20260409_123226,47.37,json_decoder,2026-04-09 04:37:31.879000+00:00,154,code_execution
88.0,,,,,,,53.62,,instrumented,36.0,52.06,287,False,,,,,,,20260409_130402,51.39,json_decoder,2026-04-09 05:08:16.112000+00:00,287,code_execution
14.0,,,,,,,48.55,,instrumented,30.0,46.64,70,False,,,,,,,20260414_234105,45.82,json_decoder,2026-04-14 15:42:26.148000+00:00,70,code_execution
12.0,,,,,,,48.55,,instrumented,30.0,46.64,55,False,,,,,,,20260414_234105,45.82,json_decoder,2026-04-14 15:42:10.945000+00:00,55,code_execution
3.0,,,,,,,30.43,,instrumented,4.0,32.75,9,True,,,,,,,20260409_023714,33.75,json_decoder,2026-04-08 18:37:48.696000+00:00,9,code_execution
113.0,,,,,,,54.35,,instrumented,38.0,52.49,395,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:24.855000+00:00,395,code_execution
1.0,,,,,,,0.0,,reference_percentages,0.0,0.0,1,True,,,,,,,20260418_131912,0.0,cidrize,2026-04-18 05:19:12.586000+00:00,1,code_execution
64.0,,,,,,,28.99,,whitebox_target,150.0,30.59,520,False,,,,,,,20260417_183226,31.27,json_decoder,2026-04-17 10:34:24.944000+00:00,520,code_execution
54.0,,,,,,,54.0,,proxy,0.0,54.0,59,True,,,,,,,20260409_141821,54.0,cidrize,2026-04-09 06:30:27.365000+00:00,59,code_execution
88.0,,,,,,,50.72,,instrumented,39.0,50.33,240,False,,,,,,,20260409_133542,50.15,json_decoder,2026-04-09 05:45:03.055000+00:00,240,code_execution
18.0,,,,,,,34.78,,instrumented,20.0,36.66,24,True,,,,,,,20260414_210120,37.46,json_decoder,2026-04-14 13:03:10.112000+00:00,24,code_execution
209.0,,,,,,,53.62,,instrumented,50.0,52.71,725,False,,,,,,,20260409_151209,52.32,json_decoder,2026-04-09 07:32:22.511000+00:00,725,code_execution
7.0,,,,,,,33.33,,instrumented,0.0,44.12,8,False,,,,,,,20260414_153530,46.43,ipv4_parser,2026-04-14 07:37:07.247000+00:00,8,code_execution
7.0,,,,,,,40.58,,whitebox_target,183.0,42.95,24,False,,,,,,,20260416_220310,43.96,json_decoder,2026-04-16 14:04:48.820000+00:00,24,code_execution
9.0,,,,,,,45.65,,instrumented,24.0,44.9,54,False,,,,,,,20260414_234543,44.58,json_decoder,2026-04-14 15:46:28.075000+00:00,54,code_execution
37.0,,,,,,,41.3,,instrumented,26.0,42.73,83,False,,,,,,,20260409_151209,43.34,json_decoder,2026-04-09 07:16:48.540000+00:00,83,code_execution
138.0,,,,,,,53.62,,instrumented,47.0,52.71,460,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:51:11.212000+00:00,460,code_execution
8.0,,,,,,,8.0,,proxy,3.0,8.0,20,False,,,,,,,20260409_020947,8.0,json_decoder,2026-04-08 18:10:54.481000+00:00,20,code_execution
5.0,,,,,,,25.36,,instrumented,6.0,28.2,7,True,,,,,,,20260414_125913,29.41,json_decoder,2026-04-14 04:59:40.953000+00:00,7,code_execution
15.0,,,,,,,42.03,,instrumented,23.0,42.52,111,False,,,,,,,20260416_143405,42.72,json_decoder,2026-04-16 06:35:35.953000+00:00,111,code_execution
14.0,,,,,,,36.23,,instrumented,188.0,37.31,67,False,,,,,,,20260414_160159,37.77,json_decoder,2026-04-14 08:03:25.331000+00:00,67,code_execution
109.0,,,,,,,54.35,,instrumented,38.0,52.49,376,False,,,,,,,20260409_130402,51.7,json_decoder,2026-04-09 05:09:12.530000+00:00,376,code_execution
7.0,,,,,,,33.33,,instrumented,0.0,44.12,8,False,,,,,,,20260414_131851,46.43,ipv4_parser,2026-04-14 05:20:21.514000+00:00,8,code_execution
116.0,,,,,,,50.0,,instrumented,42.0,50.11,344,False,,,,,,,20260409_151209,50.15,json_decoder,2026-04-09 07:23:03.297000+00:00,344,code_execution
10.0,,,,,,,41.3,,instrumented,21.0,42.08,71,False,,,,,,,20260416_143405,42.41,json_decoder,2026-04-16 06:35:10.958000+00:00,71,code_execution
20.0,,,,,,,48.55,,instrumented,30.0,46.64,93,False,,,,,,,20260414_234105,45.82,json_decoder,2026-04-14 15:42:49.071000+00:00,93,code_execution
4.0,,,,,,,26.81,,instrumented,153.0,29.28,11,False,,,,,,,20260414_151303,30.34,json_decoder,2026-04-14 07:13:21.923000+00:00,11,code_execution
155.0,,,,,,,53.62,,instrumented,47.0,52.71,519,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:52:53.572000+00:00,519,code_execution
154.0,,,,,,,52.17,,instrumented,47.0,51.41,489,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:26:30.309000+00:00,489,code_execution
52.0,,,,,,,51.45,,instrumented,32.0,50.54,144,False,,,,,,,20260409_130402,50.15,json_decoder,2026-04-09 05:06:45.390000+00:00,144,code_execution
10.0,,,,,,,39.13,,instrumented,12.0,40.78,27,False,,,,,,,20260409_130402,41.49,json_decoder,2026-04-09 05:05:02.903000+00:00,27,code_execution
219.0,,,,,,,53.62,,instrumented,47.0,52.71,775,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:59:52.011000+00:00,775,code_execution
7.0,,,,,,,25.0,,instrumented,0.0,37.5,9,False,,,,,,,20260409_122229,40.62,ipv6_parser,2026-04-09 04:24:49.410000+00:00,9,code_execution
170.0,,,,,,,53.62,,instrumented,49.0,52.28,548,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:27:55.895000+00:00,548,code_execution
6.0,,,,,,,33.33,,instrumented,168.0,34.27,18,False,,,,,,,20260414_141113,34.67,json_decoder,2026-04-14 06:12:59.717000+00:00,18,code_execution
11.0,,,,,,,15.94,,whitebox_target,124.0,19.74,27,False,,,,,,,20260417_230051,21.36,json_decoder,2026-04-17 15:01:16.476000+00:00,27,code_execution
140.0,,,,,,,140.0,,proxy,0.0,140.0,157,True,,,,,,,20260409_141821,140.0,cidrize,2026-04-09 06:47:24.657000+00:00,157,code_execution
190.0,,,,,,,53.62,,instrumented,47.0,52.71,636,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 05:56:12.652000+00:00,636,code_execution
4.0,,,,,,,32.61,,instrumented,7.0,35.79,6,True,,,,,,,20260413_205440,37.15,json_decoder,2026-04-13 12:54:51.951000+00:00,6,code_execution
40.0,,,,,,,46.38,,instrumented,31.0,44.9,110,False,,,,,,,20260409_133542,44.27,json_decoder,2026-04-09 05:41:21.815000+00:00,110,code_execution
6.0,,,,,,,21.01,,whitebox_target,139.0,23.43,38,True,,,,,,,20260417_194452,24.46,json_decoder,2026-04-17 11:45:40.633000+00:00,38,code_execution
129.0,,,,,,,51.45,,instrumented,46.0,51.19,383,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:23:59.934000+00:00,383,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,1,True,,,,,,,20260414_112259,0.0,ipv4_parser,2026-04-14 03:23:01.390000+00:00,1,behavioral
7.0,,,,,,,25.36,,instrumented,9.0,27.77,12,False,,,,,,,20260409_012300,28.79,json_decoder,2026-04-08 17:23:27.017000+00:00,12,code_execution
1.0,,,,,,,83.0,,instrumented,0.0,83.0,1,True,,,,,,,20260418_183311,83.0,ipv6_parser,2026-04-18 10:33:11.960000+00:00,1,code_execution
15.0,,,,,,,46.38,,proxy,205.0,46.75,84,False,,,,,,,20260414_133605,46.75,json_decoder,2026-04-14 05:37:45.887000+00:00,84,code_execution
3.0,,,,,,,26.81,,instrumented,153.0,29.28,5,True,,,,,,,20260414_151303,30.34,json_decoder,2026-04-14 07:13:16.119000+00:00,5,code_execution
16.0,,,,,,,24.29,,instrumented,0.0,37.97,20,True,,,,,,,20260409_120201,42.86,cidrize,2026-04-09 04:06:12.873000+00:00,20,code_execution
143.0,,,,,,,52.17,,instrumented,47.0,51.41,438,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:25:19.237000+00:00,438,code_execution
1.0,,,,,,,0.0,,proxy,0.0,0.0,9,False,,,,,,,20260418_182301,0.0,cidrize,2026-04-18 10:25:55.007000+00:00,9,code_execution
10.0,,,,,,,41.3,,instrumented,21.0,42.08,79,False,,,,,,,20260416_143405,42.41,json_decoder,2026-04-16 06:35:15.878000+00:00,79,code_execution
10.0,,,,,,,32.61,,proxy,13.0,33.44,77,False,,,,,,,20260418_181902,33.44,json_decoder,2026-04-18 10:20:41.668000+00:00,77,code_execution
96.0,,,,,,,49.28,,instrumented,39.0,49.24,268,False,,,,,,,20260409_151209,49.23,json_decoder,2026-04-09 07:21:15.403000+00:00,268,code_execution
153.0,,,,,,,52.17,,instrumented,47.0,51.41,476,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:26:11.616000+00:00,476,code_execution
14.0,,,,,,,45.65,,instrumented,200.0,45.77,56,False,,,,,,,20260414_133605,45.82,json_decoder,2026-04-14 05:37:18.164000+00:00,56,code_execution
4.0,,,,,,,0.0,,proxy,0.0,0.0,7,True,,,,,,,20260415_000207,0.0,cidrize,2026-04-14 16:03:29.915000+00:00,7,behavioral
23.0,,,,,,,40.58,,instrumented,24.0,42.3,55,True,,,,,,,20260409_151209,43.03,json_decoder,2026-04-09 07:16:00.824000+00:00,55,code_execution
9.0,,,,,,,37.68,,instrumented,190.0,37.31,46,False,,,,,,,20260414_155639,37.15,json_decoder,2026-04-14 07:58:15.141000+00:00,46,code_execution
23.0,,,,,,,40.58,,instrumented,18.0,41.21,39,False,,,,,,,20260414_132307,41.49,json_decoder,2026-04-14 05:24:16.695000+00:00,39,code_execution
16.0,,,,,,,29.71,,instrumented,14.0,31.24,20,False,,,,,,,20260414_133700,31.89,json_decoder,2026-04-14 05:37:40.752000+00:00,20,code_execution
7.0,,,,,,,30.43,,instrumented,11.0,31.45,45,True,,,,,,,20260418_181902,31.89,json_decoder,2026-04-18 10:20:04.599000+00:00,45,code_execution
111.0,,,,,,,52.9,,instrumented,44.0,51.63,344,False,,,,,,,20260409_133542,51.08,json_decoder,2026-04-09 05:47:50.869000+00:00,344,code_execution
2.0,,,,,,,0.0,,proxy,0.0,0.0,4,False,,,,,,,20260416_142759,0.0,cidrize,2026-04-16 06:28:36.035000+00:00,4,behavioral
171.0,,,,,,,53.62,,instrumented,49.0,52.28,552,False,,,,,,,20260409_151209,51.7,json_decoder,2026-04-09 07:28:01.165000+00:00,552,code_execution
21.0,,,,,,,36.96,,instrumented,20.0,38.61,52,False,,,,,,,20260409_151209,39.32,json_decoder,2026-04-09 07:15:56.168000+00:00,52,code_execution
3.0,,,,,,,23.91,,whitebox_target,146.0,27.11,5,True,,,,,,,20260416_220310,28.48,json_decoder,2026-04-16 14:04:30.524000+00:00,5,code_execution
250.0,,,,,,,53.62,,instrumented,47.0,52.71,917,False,,,,,,,20260409_133542,52.32,json_decoder,2026-04-09 06:03:40.610000+00:00,917,code_execution
18.0,,,,,,,29.71,,instrumented,14.0,32.97,38,False,,,,,,,20260409_123226,34.37,json_decoder,2026-04-09 04:34:03.443000+00:00,38,code_execution
143.0,,,,,,,52.17,,instrumented,47.0,51.41,434,False,,,,,,,20260409_151209,51.08,json_decoder,2026-04-09 07:25:13.510000+00:00,434,code_execution
12.0,,,,,,,30.43,,instrumented,11.0,31.45,16,False,,,,,,,20260414_132307,31.89,json_decoder,2026-04-14 05:23:39.746000+00:00,16,code_execution
4.0,,,,,,,36.23,,instrumented,15.0,38.83,39,False,,,,,,,20260416_143405,39.94,json_decoder,2026-04-16 06:34:46.710000+00:00,39,code_execution
